Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime
3276,phoebe! you and i have,Ross,4,neutral,327,3,5,22,"00:18:29,274","00:18:32,235"
3277,"oh, come on!",Phoebe,3,positive,327,4,5,22,"00:18:32,444","00:18:33,486"
3278,"yes, remember that time on the frozen lake?",Phoebe,4,neutral,327,5,5,22,"00:18:33,654","00:18:37,615"
3279,"we were playing chess, you said i was boring, and then you took off your energy mask and you were cameron diaz!",Phoebe,0,negative,327,6,5,22,"00:18:37,783","00:18:41,744"
3280,"okay, there's a",Phoebe,4,neutral,327,7,5,22,"00:18:44,832","00:18:47,333"
3281,"all right, im leaving!",Jill,0,negative,328,0,6,14,"00:21:20,279","00:21:22,989"
3282,because im not going to spend one more day with someone whose out to sabotage my every move.,Jill,0,negative,328,1,6,14,"00:21:20,279","00:21:25,658"
3283,thats you rachel!,Jill,0,negative,328,2,6,14,"00:21:25,867","00:21:27,076"
3284,"yeah, i got that.",Rachel,4,neutral,328,3,6,14,"00:21:28,161","00:21:29,328"
3285,"and you! i throw myself at you and you say no, how gay are you?",Jill,0,negative,328,4,6,14,"00:21:29,955","00:21:34,458"
3286,you take care jill.,Ross,4,neutral,328,5,6,14,"00:21:39,923","00:21:42,008"
3287,"okay, see ya!",Jill,3,positive,328,6,6,14,"0:21:42,217","0:21:42,968"
3288,bye-bye,Joey,3,positive,328,7,6,14,"0:21:42,968","0:21:45,117"
3290,"i-i cant believe jills gone.  i cant help it, i opened a gate.",Chandler,5,negative,328,8,6,14,"00:21:46,471","00:21:53,436"
3291,"how about, youre moving!!",Monica,3,positive,329,0,6,6,"00:12:50,478","00:12:52,103"
3292,look! this is ridiculous. we should be packing you!!,Rachel,0,negative,329,1,6,6,"00:13:02,865","00:13:07,869"
3293,"hey, how are you guys doing?",Phoebe,4,neutral,329,2,6,6,"0:13:09,830","0:13:11,249"
3294,great! monicas moving!,Rachel,3,positive,329,3,6,6,"0:13:11,249","0:13:12,931"
3295,i am not!,Monica,0,negative,329,4,6,6,"00:13:14,376","00:13:15,460"
3296,oh really?! then how come all your stuff is in this box?!,Rachel,6,negative,329,5,6,6,"00:13:15,628","00:13:18,671"
3297,"okay, you guys. you guys i think i know whats going on here. okay, you guys",Phoebe,4,neutral,329,6,6,6,"00:13:18,839","00:13:22,258"
3298,no phoebe i am mad!,Monica,0,negative,329,7,6,6,"0:13:33,854","0:13:35,106"
3299,"well, deep-deep-deep down!",Phoebe,4,neutral,329,8,6,6,"0:13:35,106","0:13:36,127"
3300,"yeah, im just mad!",Rachel,0,negative,329,9,6,6,"00:13:36,273","00:13:37,732"
3301,then keep running.,Phoebe,4,neutral,329,10,6,6,"00:13:38,567","00:13:39,692"
3302,okay!,Joshua,4,neutral,330,0,4,14,"00:04:08,998","00:04:12,334"
3303,"oh, heres that trench-coat that you wanted.",Rachel,4,neutral,330,1,4,14,"0:04:24,472","0:04:31,855"
3304,"oh great!  wow! yeah, its comfortable.",Joshua,3,positive,330,2,4,14,"0:04:31,855","0:04:31,993"
3305,yeah?,Rachel,4,neutral,330,3,4,14,"00:05:37,837","00:05:39,463"
3306,oh! here we,Phoebe,0,negative,331,0,5,2,"00:07:46,799","00:07:48,383"
3307,"all right, y'know what, we've been talking about london too much haven't we?",Chandler,4,neutral,331,1,5,2,"00:07:55,766","00:07:58,059"
3309,i'm sorry.,Phoebe,4,neutral,331,2,5,2,"00:07:58,561","00:07:59,561"
3310,it's just 'cause i couldn't be there.,Phoebe,4,neutral,331,3,5,2,"00:07:58,561","00:08:01,354"
3311,"cause all i ever get to do now is pregnant stuff, it just bums me out.",Phoebe,5,negative,331,4,5,2,"00:08:01,606","00:08:05,066"
3312,sorry.,All,4,neutral,331,5,5,2,"00:08:05,318","00:08:06,776"
3313,what happened?,Monica,4,neutral,331,6,5,2,"00:08:07,820","00:08:10,906"
3314,"well, y'know, a little of this, a little of that. got myself a date tomorrow night.",Rachel,4,neutral,331,7,5,2,"00:08:11,157","00:08:12,824"
3315,"see, didn't i tell you?! you're getting over ross already!",Monica,3,positive,331,8,5,2,"00:08:13,075","00:08:17,078"
3317,get out!,Gunther,3,positive,331,9,5,2,"00:08:18,664","00:08:19,706"
3318,i just didnt see the fast song coming.,Ross,6,negative,332,0,8,1,"00:21:43,719","00:21:46,137"
3319,shh.,Joey,4,neutral,332,1,8,1,"0:21:46,305","0:21:46,389"
3320,shh.,Joey,4,neutral,332,2,8,1,"0:21:46,389","0:21:48,183"
3321,"dont try to talk, well get you up to your room, well soak your feet, youll be okay.",Joey,4,neutral,332,3,8,1,"0:21:48,183","0:21:50,915"
3322,"oh, thank you.",Ross,4,neutral,332,4,8,1,"0:21:50,976","0:21:51,898"
3323,that is so sweet!,Mona,3,positive,332,5,8,1,"0:21:51,898","0:21:53,282"
3324,yeah.,Joey,4,neutral,332,6,8,1,"00:21:53,395","00:21:54,812"
3325,"no, i mean it. there are so few genuinely nice guys out there.",Mona,0,negative,332,7,8,1,"00:21:53,395","00:21:57,732"
3326,"tell me about it, i feel like im holding down the fort all by myself.",Joey,4,neutral,332,8,8,1,"00:21:57,899","00:22:02,111"
3327,its joey right?,Mona,4,neutral,332,9,8,1,"0:22:02,654","0:22:03,996"
3328,yeah.,Joey,4,neutral,332,10,8,1,"0:22:03,996","0:22:05,301"
3329,wait a minute!,Ross,6,negative,332,11,8,1,"0:22:05,407","0:22:06,089"
3330,no!,Ross,0,negative,332,12,8,1,"0:22:06,089","0:22:07,132"
3331,im the nice one!,Ross,6,negative,332,13,8,1,"0:22:07,132","0:22:09,013"
3332,im the one who danced with the kids all night!,Ross,6,negative,332,14,8,1,"00:22:09,077","00:22:12,955"
3333,howhow small are your feet?,Ross,4,neutral,332,15,8,1,"00:22:13,582","00:22:15,499"
3335,"uhh, do you mind sitting there. im-im saving this for my friend ross.",Joey,4,neutral,333,0,4,11,"00:10:15,281","00:10:18,950"
3336,you mean dr. geller?,Tour Guide,4,neutral,333,1,4,11,"00:10:19,201","00:10:20,577"
3337,doctor? wow! i didnt know he had a nickname.,Joey,6,positive,333,2,4,11,"00:10:20,870","00:10:23,955"
3338,"oh, he wont sit here.",Tour Guide,4,neutral,333,3,4,11,"00:10:25,374","00:10:27,167"
3339,"only the people in the white coats sit over there,  and only the people in the blue blazers sit here.",Tour Guide,4,neutral,333,4,4,11,"00:10:27,376","00:10:34,758"
3340,"yeah, it mustve fallen out a few blocks back. i just figured we hit a dog.",Joey,3,positive,334,0,4,7,"00:09:57,513","00:10:02,017"
3341,okay.,Chandler,4,neutral,334,1,4,7,"00:10:03,185","00:10:04,185"
3342,"listen uh, could you put kathy on, i wanna apologize.",Joey,5,negative,334,2,4,7,"00:10:04,353","00:10:07,689"
3343,oh yeah man.  joey.,Chandler,4,neutral,334,3,4,7,"00:10:08,441","00:10:09,816"
3344,hey.,Kathy,4,neutral,334,4,4,7,"00:10:10,526","00:10:11,526"
3345,"oh no its fine, dont worry about it.",Kathy,4,neutral,334,5,4,7,"00:10:11,736","00:10:14,613"
3346,"yeah-no, stop apologizing, its okay.",Kathy,4,neutral,334,6,4,7,"00:10:14,822","00:10:17,741"
3348,ill talk to you tomorrow.,Kathy,4,neutral,334,7,4,7,"00:10:17,992","00:10:20,243"
3349,"i should uh, probably go.",Kathy,4,neutral,334,8,4,7,"00:10:23,039","00:10:25,081"
3350,yeah. yes! yeah.,Chandler,4,neutral,334,9,4,7,"00:10:25,291","00:10:27,161"
3351,i forgot my purse.,Kathy,4,neutral,334,10,4,7,"00:10:39,889","00:10:41,890"
3352,oh.,Chandler,4,neutral,334,11,4,7,"00:10:42,058","00:10:43,475"
3353,"no, i really did forget my purse.",Kathy,4,neutral,334,12,4,7,"00:10:49,899","00:10:52,567"
3354,"a new place for a new ross. i'm gonna have you and all the guys from work over once it's y'know, furnished.",Ross,4,neutral,335,0,5,14,"00:21:29,538","00:21:35,584"
3355,i must say it's nice to see you back on your feet.,Dr. Ledbetter,3,positive,335,1,5,14,"00:21:35,836","00:21:37,962"
3356,well i am that. and that whole rage thing is definitely behind me.,Ross,4,neutral,335,2,5,14,"00:21:38,213","00:21:42,174"
3357,i wonder if its time for you to rejoin our team at the museum?,Dr. Ledbetter,4,neutral,335,3,5,14,"00:21:42,426","00:21:45,553"
3359,"....and 12, 22, 18, four...  what?",Ross,6,positive,336,0,3,10,"00:11:55,840","00:12:07,000"
3360,i spelled out boobies.,Chandler,3,positive,336,1,3,10,"00:12:06,267","00:12:09,102"
3361,"ross, but me down for another box of the mint treasures, okay. where, where are the mint treasures?",Monica,4,neutral,336,2,3,10,"00:12:13,649","00:12:20,071"
3362,"ah, were out. i sold them all.",Ross,4,neutral,336,3,3,10,"00:12:20,948","00:12:23,032"
3363,what?,Monica,6,positive,336,4,3,10,"00:12:23,534","00:12:25,076"
3365,no.,Monica,5,negative,336,6,3,10,"00:12:29,915","00:12:32,959"
3366,"no, just, just, just a couple more boxes.",Monica,0,negative,336,7,3,10,"00:12:29,915","00:12:35,211"
3367,"it-it-its no big deal, all right, im-im cool.",Monica,2,negative,336,8,3,10,"00:12:29,915","00:12:39,591"
3368,you gotta help me out with a couple more boxes!,Monica,5,negative,336,9,3,10,"00:12:33,502","00:12:44,137"
3369,"mon, look at yourself. you have cookie on your neck.",Ross,1,negative,336,10,3,10,"00:12:45,222","00:12:47,724"
3370,oh god!,Monica,5,negative,336,11,3,10,"00:12:48,184","00:12:49,225"
3371,"so, how many have you sold so far?",Chandler,4,neutral,336,12,3,10,"00:12:51,353","00:12:55,398"
3372,check this out. five hundred and seventeen boxes!,Ross,6,positive,336,13,3,10,"00:12:51,353","00:12:59,819"
3373,"oh my god, how did you do that?",Chandler,6,positive,336,14,3,10,"00:12:55,566","00:12:59,819"
3374,"okay, the other night i was leaving the museum just as laser floyd was letting out of the planetarium, without even trying i sold 50 boxes!",Ross,3,positive,336,15,3,10,"00:12:59,987","00:13:09,788"
3375,"thats when it occurred to me, the key to my success, the munchies. so i ah, started hitting the nyu dorms around midnight.",Ross,3,positive,336,16,3,10,"00:13:09,955","00:13:20,006"
3376,i am selling cookies by the case.,Ross,3,positive,336,17,3,10,"00:13:21,967","00:13:25,136"
3377,they call me: 'cookie dude!',Ross,3,positive,336,18,3,10,"00:13:25,304","00:13:28,973"
3378,"okay, stop what youre doing, i need envelope stuffers, i need stamp lickers.....",Rachel,4,neutral,336,19,3,10,"00:13:30,434","00:13:34,687"
3379,"well hey, who did these resumes for ya?",Ross,6,positive,336,20,3,10,"00:13:34,855","00:13:37,065"
3380,me! on my computer.,Chandler,3,positive,336,21,3,10,"00:13:37,233","00:13:38,650"
3382,hi.,Ross,4,neutral,337,0,8,2,"00:02:56,176","00:02:57,384"
3383,hey.  soaps? shampoos? are you really taking all this stuff?,Chandler,6,negative,337,1,8,2,"00:02:58,553","00:03:02,139"
3384,why not? its built into the price of the room.,Ross,4,neutral,337,2,8,2,"00:03:02,348","00:03:07,853"
3385,yeah but you dont needwhat is this?,Chandler,6,positive,337,3,8,2,"00:03:02,348","00:03:11,106"
3386,thread!,Ross,3,positive,337,4,8,2,"00:03:08,104","00:03:11,106"
3387,score! where are the disposable cameras?,Chandler,3,positive,337,5,8,2,"00:03:12,442","00:03:18,488"
3388,what disposable cameras?,Ross,5,negative,337,6,8,2,"00:03:15,236","00:03:18,488"
3389,the cameras? remember last night i told you to take them?,Chandler,6,negative,337,7,8,2,"00:03:18,656","00:03:20,699"
3390,no you didnt.,Ross,4,neutral,337,8,8,2,"00:03:20,909","00:03:22,000"
3391,"yes! remember? right before we cut the cake, i went up to you and i said",Chandler,6,negative,337,9,8,2,"00:03:20,909","00:03:25,037"
3392,"oh-oh yeah, you-you came up to me and asked if i could do you a favor, and my uncle murray came up to you and handed you a check.",Ross,4,neutral,337,10,8,2,"00:03:25,246","00:03:31,001"
3393,"and then you said, ""why do they call it a check?",Ross,4,neutral,337,11,8,2,"0:03:31,252","0:03:33,274"
3394,"why not a yugoslavian?""",Ross,4,neutral,337,12,8,2,"0:03:33,274","0:03:35,007"
3395,"yeah, then you did that.",Ross,4,neutral,337,13,8,2,"0:03:38,927","0:03:40,512"
3396,so you dont have the cameras?!,Chandler,6,negative,337,14,8,2,"0:03:40,512","0:03:43,464"
3397,no. sorry man.,Ross,5,negative,337,15,8,2,"00:03:43,598","00:03:45,307"
3398,so? what? what? theyre gone! monicas gonna freak!,Chandler,6,negative,337,16,8,2,"00:03:43,598","00:03:48,810"
3399,"well, im sure theyre still somewhere here in the hotel. ill-ill help you look for them.",Ross,4,neutral,337,17,8,2,"00:03:45,475","00:03:50,437"
3400,great.,Chandler,0,negative,337,18,8,2,"00:03:50,647","00:03:51,647"
3401,in-in three minutes.,Ross,4,neutral,337,19,8,2,"00:03:50,647","00:03:52,981"
3402,"uhh, rachel, my parents",Joshua,4,neutral,338,0,4,18,"00:15:40,189","00:15:42,607"
3403,ohh! its so nice to meet you.  hello.,Rachel,3,positive,338,1,4,18,"00:15:42,775","00:15:46,694"
3406,"hello. well, joshua, that $500 was for groceries.",Mrs. Burgin,4,neutral,338,2,4,18,"00:15:47,321","00:15:52,450"
3407,what?,Rachel,6,negative,338,3,4,18,"00:15:53,994","00:15:54,000"
3408,"this-this, no, oh no, no-no-no, this is notthats-thats not what it is.",Rachel,3,positive,338,4,4,18,"00:15:53,994","00:15:58,873"
3409,"see, see, okay, i work in fashion, see and-and, this is a real dress actually.",Rachel,4,neutral,338,5,4,18,"00:15:59,041","00:16:04,921"
3410,"its-its, theyre-theyre wearing it in milan, so part of my job is too wear the clothes, and then i see how people respond, and then i report back to my superiors at",Rachel,4,neutral,338,6,4,18,"00:16:05,089","00:16:17,767"
3411,maybe in l.a?,Mrs. Burgin,4,neutral,338,7,4,18,"0:16:27,528","0:16:28,790"
3412,yes!,Rachel,3,positive,338,8,4,18,"0:16:28,790","0:16:29,620"
3413,there you go.,Joshua,4,neutral,338,9,4,18,"0:16:29,738","0:16:30,531"
3414,"so, have you kids eaten yet?",Mr. Burgin,4,neutral,338,10,4,18,"0:16:30,531","0:16:32,876"
3415,"well, we were going to do that afteri mean umm, next.",Rachel,4,neutral,338,11,4,18,"00:16:32,992","00:16:35,535"
3416,"well, were starving, why dont we all go get something to eat?",Mr. Burgin,4,neutral,338,12,4,18,"00:16:37,121","00:16:41,791"
3417,"oh, yeah, well yeah, no use wasting this baby, just lyin around the house.",Rachel,4,neutral,338,13,4,18,"00:16:41,959","00:16:47,839"
3418,so we go eat.,Mr. Burgin,4,neutral,338,14,4,18,"00:16:48,757","00:16:51,384"
3419,yes.,Rachel,4,neutral,338,15,4,18,"00:16:50,000","00:16:51,384"
3420,"youll wear that. well be eating, and of course, youll be wearing that.",Mr. Burgin,4,neutral,338,16,4,18,"00:16:51,552","00:16:56,764"
3421,well i guess i shouldve thought about my wife and kids before i talked back to chef geller!,Joey,4,neutral,339,0,4,10,"00:20:46,870","00:20:52,041"
3422,thanks.,Monica,4,neutral,339,1,4,10,"00:20:53,418","00:20:54,460"
3424,enough!,Monica,0,negative,339,3,4,10,"00:21:02,010","00:21:03,469"
3425,lean lean lean,Joey,3,positive,339,4,4,10,"00:21:04,846","00:21:07,390"
3426,let me see that.,Chandler,4,neutral,340,0,2,14,"00:07:21,762","00:07:23,431"
3427,this one right here.,Joey,4,neutral,341,0,1,11,"00:07:21,762","00:07:23,431"
3428,triskaidekaphobia.,Chandler,4,neutral,342,0,8,20,"0:07:25,933","0:07:26,745"
3429,the fear of,Ross,4,neutral,342,1,8,20,"0:07:26,745","0:07:28,814"
3430,"no! no, fear of the number 13.",Joey,4,neutral,342,2,8,20,"00:07:28,936","00:07:33,316"
3432,"its possible, they have really sharp edges.",Ross,4,neutral,342,3,8,20,"00:07:33,566","00:07:36,944"
3433,"all right chandler, youre up.",Joey,4,neutral,342,4,8,20,"00:07:38,321","00:07:39,780"
3434,"wait a minute, i-i believe im entitled to use my angel pass for a free turn?",Ross,3,positive,342,5,8,20,"00:07:40,031","00:07:43,618"
3435,this game makes no sense!,Chandler,0,negative,342,6,8,20,"0:07:43,784","0:07:45,244"
3436,yknow what? youre just upset because youre losing.,Ross,3,positive,342,7,8,20,"0:07:45,244","0:07:48,206"
3437,"oh come on ross, i think were all losers here.",Chandler,4,neutral,342,8,8,20,"00:07:48,289","00:07:50,875"
3438,"all right. chandler, you can either spin the wheel or pick a google card.",Joey,4,neutral,342,9,8,20,"00:07:52,919","00:07:56,672"
3439,let me think. let me thinkoh! i dont care.,Chandler,0,negative,342,10,8,20,"00:07:56,839","00:08:00,468"
3440,you-you must choose mr. bing.,Joey,4,neutral,342,11,8,20,"00:08:02,428","00:08:04,096"
3441,"either, it makes no difference.",Chandler,4,neutral,342,12,8,20,"0:08:04,263","0:08:05,765"
3442,"choose, you jackass!",Joey,0,negative,342,13,8,20,"0:08:05,765","0:08:08,702"
3443,ill take a card.,Chandler,4,neutral,342,14,8,20,"00:08:09,644","00:08:13,272"
3444,"okay, you picked the gimmie card! you get all of rosss points!",Joey,3,positive,342,15,8,20,"00:08:09,644","00:08:16,567"
3445,what?!,Ross,6,negative,342,16,8,20,"00:08:13,439","00:08:16,567"
3446,this game is kinda fun.,Chandler,3,positive,342,17,8,20,"00:08:17,318","00:08:18,986"
3447,you dont think its a little crazy that you get all my points just cause you,Ross,4,neutral,342,18,8,20,"00:08:20,154","00:08:23,282"
3448,i dont think the contestants are supposed to speak to each other.,Chandler,4,neutral,342,19,8,20,"00:08:23,491","00:08:26,869"
3449,"hello?  oh, hi ross!  see? other people call me!",Monica,6,negative,343,0,6,6,"00:09:32,822","00:09:35,657"
3450,very funny ross!,Joey,3,positive,344,0,5,17,"00:02:13,550","00:02:15,425"
3451,very life-like and funny.,Joey,4,neutral,344,1,5,17,"0:02:15,593","0:02:17,554"
3452,okay.,Joey,4,neutral,344,2,5,17,"0:02:17,554","0:02:19,218"
3453,"oh no-no-no, i wasn't waving at you lady.",Joey,4,neutral,344,3,5,17,"00:02:21,474","00:02:23,976"
3454,"whoa, maybe i was!",Joey,6,positive,344,4,5,17,"00:02:25,937","00:02:28,772"
3456,"get in there man! flirt back, mix it up!",Monica,3,positive,344,6,5,17,"00:02:32,402","00:02:35,654"
3457,"yeah, i-i-i'm down with that.",Joey,3,positive,344,7,5,17,"00:02:36,489","00:02:38,490"
3458,"okay, here goes.",Joey,2,negative,344,8,5,17,"00:02:40,702","00:02:42,327"
3459,how  you  a-doin'?,Joey,4,neutral,344,9,5,17,"00:02:43,746","00:02:46,915"
3460,it worked!,Joey,6,positive,344,10,5,17,"0:02:51,838","0:02:52,673"
3461,she's waving me over.,Joey,3,positive,344,11,5,17,"0:02:52,673","0:02:53,765"
3462,"okay, i-i-i'll be right over.",Joey,3,positive,344,12,5,17,"0:02:53,765","0:02:55,362"
3463,"let's see, she's on the third floor",Joey,4,neutral,344,13,5,17,"00:02:55,508","00:02:57,759"
3464,"wow! she is pretty, huh?",Monica,6,positive,344,14,5,17,"00:02:58,219","00:03:02,598"
3465,"tell me about it, huh?  oh no-no-no, i'm not with her, she's just monica!  ewwuck!",Joey,1,negative,344,15,5,17,"00:03:05,518","00:03:28,457"
